,monthly_income,monthly_expense_total,savings_rate,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,income_type,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
202,3400.45,2751.58,0.29,normal,767.0,0.51,374.47,0.0,2,941.59,39,0,Salary,Neutral,1.7,Medium,648.87,0
203,4381.57,3102.35,0.11,normal,628.0,0.52,354.83,456.38,5,914.8,39,0,Salary,Positive,76.0,Low,1279.22,0
204,3925.11,3033.29,0.37,normal,612.0,0.1,331.05,243.98,1,1115.71,94,0,Salary,Negative,99.0,High,891.82,0
205,2046.45,4009.84,0.4,normal,663.0,0.28,362.11,730.73,8,315.68,87,0,Salary,Positive,46.6,High,0.0,0
206,4301.87,2687.81,0.28,normal,715.0,0.59,960.2,527.68,3,884.83,98,0,Salary,Positive,25.0,Low,1614.06,0
207,4030.27,4110.0,0.08,normal,682.0,0.51,519.56,369.45,6,1814.19,82,0,Salary,Positive,95.0,Low,0.0,0
208,4628.88,3948.03,0.21,recession,684.0,0.55,721.14,455.05,2,1553.77,55,0,Salary,Negative,99.0,High,680.85,0
209,4199.72,3447.17,0.38,recession,637.0,0.3,781.35,401.6,3,1139.96,53,0,Salary,Negative,12.2,Medium,752.55,0
210,3727.2,2866.51,0.34,normal,756.0,0.37,715.66,651.92,2,767.64,85,0,Mixed,Negative,8.9,Low,860.69,0
211,4566.2,2625.76,0.17,inflation,718.0,0.36,698.12,302.37,3,492.93,95,0,Freelance,Neutral,58.1,High,1940.44,1
212,3905.58,3644.25,0.34,recession,742.0,0.56,493.53,511.12,1,1729.69,98,0,Salary,Negative,10.5,Low,261.33,0
213,4625.76,3753.91,0.17,recession,727.0,0.3,128.14,0.0,8,900.37,34,0,Salary,Positive,50.7,Low,871.85,0
214,4153.75,2946.18,0.37,recession,680.0,0.31,577.34,482.11,4,1297.86,72,0,Freelance,Positive,81.7,High,1207.57,0
215,2929.28,2062.0,0.18,recession,769.0,0.35,736.25,644.58,8,1136.83,81,0,Salary,Positive,92.6,Low,867.28,0
216,2378.14,3431.58,0.09,normal,609.0,0.53,0.0,201.84,8,1887.34,86,0,Salary,Neutral,63.8,High,0.0,0
217,2932.61,3926.52,0.16,normal,714.0,0.18,463.01,0.0,3,534.47,60,0,Salary,Positive,11.7,Low,0.0,0
218,4008.54,2737.67,0.23,recession,629.0,0.15,587.48,150.28,5,1254.63,62,0,Salary,Positive,6.2,Medium,1270.87,0
219,4018.94,2129.49,0.26,normal,652.0,0.57,727.8,709.48,7,846.47,62,0,Salary,Positive,41.6,Low,1889.45,0
220,4729.29,1401.51,0.33,normal,636.0,0.38,115.85,665.94,8,996.27,76,0,Salary,Positive,45.2,High,3327.78,1
221,4371.96,2455.72,0.36,normal,760.0,0.17,346.45,553.16,5,1123.53,59,0,Salary,Neutral,49.2,Medium,1916.24,0
222,4552.98,3002.22,0.1,normal,657.0,0.41,560.19,379.79,2,427.6,20,0,Mixed,Negative,26.4,High,1550.76,0
223,4745.46,2585.7,0.2,recession,682.0,0.42,654.38,863.13,3,296.47,76,0,Salary,Positive,37.4,Medium,2159.76,0
224,4820.37,2712.34,0.07,normal,724.0,0.48,340.47,221.39,8,1462.83,67,0,Salary,Negative,77.2,Low,2108.03,0
225,5907.23,2670.07,0.31,normal,688.0,0.15,558.97,398.13,5,1354.07,64,0,Salary,Negative,25.3,Low,3237.16,1
226,5196.78,3775.28,0.05,inflation,704.0,0.21,634.59,433.45,4,1068.71,63,0,Salary,Positive,32.2,Low,1421.5,0
227,3008.33,2707.59,0.16,recession,662.0,0.52,331.77,393.5,4,573.03,27,0,Salary,Negative,78.2,Low,300.74,0
228,4589.2,2140.76,0.36,inflation,682.0,0.46,245.8,285.51,2,921.04,58,0,Freelance,Neutral,60.2,Low,2448.44,1
229,4151.52,3116.6,0.22,inflation,623.0,0.55,589.79,442.22,4,754.9,21,0,Salary,Positive,23.2,Medium,1034.92,0
230,4517.63,2694.5,0.2,recession,648.0,0.59,752.08,592.76,7,88.41,95,0,Salary,Positive,30.3,Low,1823.13,0
231,3282.64,3340.16,0.15,normal,737.0,0.6,307.81,300.92,5,719.85,25,0,Salary,Positive,84.7,Medium,0.0,0
232,5793.84,3009.44,0.37,recession,634.0,0.31,89.89,588.66,8,773.82,40,0,Mixed,Positive,44.7,High,2784.4,0
233,916.04,3094.28,0.26,normal,680.0,0.18,409.43,882.13,7,1389.3,48,0,Salary,Neutral,37.7,Medium,0.0,0
234,3196.81,2748.36,0.24,normal,576.0,0.39,425.05,341.02,7,2046.22,40,0,Salary,Neutral,12.3,Medium,448.45,0
235,3884.77,3691.02,0.34,recession,640.0,0.22,762.35,545.5,5,660.4,34,0,Salary,Positive,16.6,Low,193.75,0
236,6303.25,2367.02,0.39,recession,690.0,0.34,627.34,371.63,1,74.49,48,0,Freelance,Neutral,10.2,Medium,3936.23,1
237,6580.84,2714.76,0.12,recession,657.0,0.47,232.56,50.39,3,1815.1,93,0,Salary,Positive,4.7,Low,3866.08,1
238,2303.02,3598.26,0.3,normal,663.0,0.44,455.64,573.45,8,1127.97,64,0,Salary,Positive,99.0,Medium,0.0,0
239,3441.61,3902.53,0.18,inflation,720.0,0.37,362.76,726.65,9,1653.31,46,0,Mixed,Positive,71.0,Medium,0.0,0
240,2739.6,3771.22,0.2,inflation,699.0,0.12,202.75,132.88,9,143.83,39,0,Salary,Positive,15.4,Low,0.0,0
241,3548.86,2081.26,0.15,recession,641.0,0.46,481.66,418.19,2,919.14,36,0,Freelance,Positive,81.7,Medium,1467.6,0
242,4373.16,2110.01,0.09,inflation,652.0,0.32,541.47,433.3,3,568.34,97,0,Salary,Positive,30.9,Low,2263.15,0
243,2884.4,2870.08,0.33,inflation,707.0,0.14,292.64,654.29,5,623.76,30,0,Freelance,Neutral,33.0,Low,14.32,0
244,4925.07,2916.49,0.28,normal,684.0,0.37,626.16,710.26,3,974.63,42,0,Salary,Positive,76.6,Low,2008.58,0
245,3555.98,2493.91,0.17,recession,716.0,0.27,466.59,400.1,8,339.46,62,0,Freelance,Negative,10.0,Medium,1062.07,0
246,2902.45,3733.93,0.26,normal,651.0,0.36,211.78,628.9,3,1027.48,75,0,Salary,Positive,74.5,Low,0.0,0
247,4524.43,3708.33,0.16,inflation,714.0,0.46,705.24,601.38,2,1114.45,67,0,Salary,Negative,22.1,Low,816.1,0
248,3624.63,2615.67,0.29,normal,712.0,0.6,811.57,457.97,3,1289.36,95,0,Salary,Positive,35.3,Medium,1008.96,0
249,4636.99,2274.65,0.31,recession,691.0,0.41,689.38,360.27,5,789.39,28,0,Mixed,Positive,34.8,Low,2362.34,1
250,3828.64,2606.47,0.2,normal,690.0,0.49,369.24,172.91,4,1175.35,23,0,Salary,Negative,73.8,Medium,1222.17,0
251,4317.9,4029.09,0.25,normal,608.0,0.34,357.29,437.23,8,1119.27,55,0,Salary,Positive,88.8,Low,288.81,0
252,3518.17,2805.6,0.33,inflation,697.0,0.13,347.13,156.48,2,583.75,64,0,Mixed,Negative,46.3,Low,712.57,0
253,4083.62,3354.56,0.09,normal,636.0,0.42,300.91,196.15,9,1743.24,37,0,Salary,Positive,59.0,Medium,729.06,0
254,4455.53,3308.17,0.32,normal,720.0,0.54,402.27,371.17,9,1435.17,48,0,Salary,Positive,45.3,Medium,1147.36,0
255,3787.96,1551.83,0.19,normal,627.0,0.41,712.19,483.07,2,1110.87,52,0,Salary,Positive,87.8,Low,2236.13,0
256,3379.5,3878.12,0.12,recession,616.0,0.58,215.77,402.27,4,669.03,80,0,Salary,Neutral,13.1,Medium,0.0,0
257,4088.09,3620.7,0.34,inflation,710.0,0.34,611.34,735.94,1,1614.93,75,0,Salary,Positive,46.1,Low,467.39,0
258,6821.53,3505.87,0.27,normal,653.0,0.56,237.46,147.67,8,218.72,22,0,Salary,Positive,25.1,Low,3315.66,1
259,5869.52,3657.56,0.33,normal,763.0,0.12,604.4,154.42,6,910.57,38,0,Freelance,Negative,45.2,Medium,2211.96,0
260,2646.33,2649.57,0.07,normal,757.0,0.26,537.53,395.3,4,789.02,34,0,Salary,Positive,68.7,Medium,0.0,0
261,2979.88,4356.16,0.07,normal,700.0,0.6,295.74,610.97,7,1241.42,78,0,Freelance,Negative,73.5,High,0.0,0
262,3914.16,2159.97,0.28,recession,648.0,0.37,477.05,407.84,5,1458.76,75,0,Salary,Positive,80.3,Low,1754.19,0
263,2476.92,1869.67,0.08,inflation,598.0,0.21,587.83,495.08,8,199.86,86,0,Salary,Positive,88.4,Medium,607.25,0
264,4036.28,3829.82,0.35,inflation,781.0,0.11,819.33,161.19,9,1349.24,55,0,Salary,Negative,43.9,High,206.46,0
265,4712.15,3397.54,0.14,normal,679.0,0.14,192.61,767.44,7,1899.8,27,0,Salary,Neutral,42.4,Medium,1314.61,0
266,3789.06,2571.24,0.34,normal,661.0,0.52,833.95,600.14,4,1455.27,57,0,Salary,Neutral,50.2,Medium,1217.82,0
267,3647.49,3318.78,0.27,normal,660.0,0.18,316.56,1069.32,6,1287.53,54,0,Salary,Negative,30.1,Medium,328.71,0
268,5012.67,2133.72,0.05,normal,626.0,0.4,408.36,284.12,1,1458.97,98,0,Salary,Positive,6.1,Low,2878.95,0
269,2824.81,3960.22,0.11,normal,636.0,0.46,610.99,212.63,7,260.04,38,0,Mixed,Neutral,79.8,Low,0.0,0
270,3652.62,3357.22,0.26,normal,637.0,0.56,125.84,0.0,1,647.0,75,0,Salary,Positive,1.3,Low,295.4,0
271,2831.05,1633.94,0.19,normal,734.0,0.51,718.85,559.11,8,1629.45,49,1,Salary,Neutral,52.8,High,1197.11,0
272,3913.95,3876.22,0.15,inflation,691.0,0.5,624.62,399.92,6,1176.73,30,0,Freelance,Positive,4.1,Medium,37.73,0
273,5046.77,3509.69,0.23,normal,664.0,0.16,572.28,62.53,7,1500.59,94,0,Mixed,Negative,67.7,Low,1537.08,0
274,3273.03,4972.57,0.19,normal,752.0,0.6,369.34,595.49,3,374.93,99,0,Freelance,Negative,14.5,Low,0.0,0
275,3322.09,3557.36,0.11,inflation,700.0,0.4,583.16,628.83,6,1535.07,48,0,Salary,Positive,94.5,Low,0.0,0
276,3873.44,2452.8,0.11,normal,719.0,0.57,231.57,321.14,2,466.03,29,0,Salary,Positive,91.0,Medium,1420.64,0
277,4283.67,2417.46,0.35,normal,575.0,0.12,590.8,634.71,9,1505.59,33,0,Salary,Neutral,59.3,High,1866.21,0
278,4741.24,2250.81,0.26,inflation,769.0,0.56,569.44,461.04,4,856.31,52,0,Salary,Positive,35.6,Low,2490.43,0
279,3561.44,4684.11,0.09,recession,765.0,0.37,541.53,102.87,4,849.78,69,0,Salary,Positive,81.4,High,0.0,0
280,3093.65,2327.95,0.05,normal,684.0,0.47,639.45,760.27,9,1773.26,59,0,Freelance,Negative,38.5,Low,765.7,0
281,1681.0,3932.68,0.05,normal,674.0,0.59,952.51,290.41,6,1079.44,73,0,Salary,Positive,12.9,Low,0.0,0
282,4274.61,1909.03,0.31,normal,757.0,0.51,535.78,545.12,1,1198.51,47,0,Salary,Positive,84.7,Medium,2365.58,0
283,3443.99,1600.36,0.17,recession,704.0,0.54,694.32,544.92,2,1039.25,33,0,Salary,Negative,14.2,Low,1843.63,0
284,2990.7,1765.16,0.19,inflation,651.0,0.22,617.52,816.62,3,1103.98,93,0,Mixed,Negative,24.0,Medium,1225.54,0
285,3688.35,3530.27,0.24,recession,643.0,0.27,386.02,513.43,4,1373.92,25,0,Salary,Positive,42.3,High,158.08,0
286,4431.8,2816.37,0.25,normal,607.0,0.49,908.21,1089.91,9,831.46,55,0,Salary,Positive,7.5,Low,1615.43,0
287,2482.74,2494.31,0.08,normal,656.0,0.21,642.08,354.87,4,779.65,24,0,Mixed,Positive,39.0,Medium,0.0,0
288,3893.7,4059.59,0.36,inflation,720.0,0.52,548.56,270.79,1,617.51,36,0,Salary,Positive,28.1,Medium,0.0,0
289,4633.53,2293.26,0.19,inflation,609.0,0.41,367.22,358.86,5,468.73,63,0,Salary,Positive,86.7,Low,2340.27,0
290,4343.46,3503.16,0.28,normal,699.0,0.55,641.11,850.99,3,344.29,70,0,Salary,Negative,96.6,Medium,840.3,0
291,3214.42,3378.15,0.11,inflation,748.0,0.45,577.77,161.17,3,1091.36,35,1,Freelance,Negative,84.8,Low,0.0,0
292,2872.44,2272.67,0.35,normal,680.0,0.49,441.3,174.67,8,67.14,35,0,Salary,Positive,47.5,High,599.77,0
293,2989.19,3440.24,0.21,inflation,711.0,0.45,375.28,705.64,8,399.25,22,0,Salary,Negative,54.5,Low,0.0,0
294,2402.24,3288.0,0.36,recession,639.0,0.25,509.11,726.06,2,1072.47,84,0,Mixed,Negative,21.1,Medium,0.0,0
295,3919.48,4018.3,0.38,normal,636.0,0.49,505.75,751.48,4,776.84,53,0,Salary,Neutral,98.9,Low,0.0,0
296,4850.12,1752.14,0.14,normal,703.0,0.32,512.53,627.08,1,1163.01,24,0,Salary,Positive,95.4,Medium,3097.98,0
297,3969.26,2561.17,0.06,normal,734.0,0.27,429.39,718.78,7,1281.54,55,0,Salary,Negative,15.8,Low,1408.09,0
298,3390.22,3241.42,0.18,inflation,717.0,0.56,629.2,574.92,6,965.47,77,0,Salary,Negative,95.5,High,148.8,0
299,4140.54,2259.24,0.38,normal,695.0,0.48,580.84,512.94,8,184.94,74,0,Salary,Positive,26.0,High,1881.3,0
300,4134.92,2963.51,0.19,normal,647.0,0.59,308.83,0.0,1,2210.68,67,0,Salary,Negative,42.9,High,1171.41,0
301,3991.48,2873.48,0.27,normal,705.0,0.44,780.34,572.82,7,1736.92,40,0,Freelance,Neutral,64.7,Medium,1118.0,0
302,4700.05,2531.95,0.05,recession,671.0,0.41,513.77,251.49,9,694.98,97,0,Salary,Positive,52.7,Low,2168.1,0
303,4370.54,3943.51,0.06,recession,736.0,0.34,499.46,373.86,2,998.29,84,0,Freelance,Negative,11.6,Low,427.03,0
304,3195.59,2605.17,0.26,normal,621.0,0.45,767.7,337.21,3,769.77,40,0,Salary,Positive,62.7,Low,590.42,0
305,3193.45,2559.28,0.38,normal,725.0,0.52,288.28,1016.47,7,1254.46,95,0,Salary,Positive,73.4,High,634.17,0
306,4276.42,4024.49,0.1,normal,706.0,0.36,295.44,663.43,4,2356.07,93,0,Salary,Negative,48.7,Medium,251.93,0
307,3261.08,2935.4,0.05,inflation,727.0,0.28,633.75,590.98,1,563.4,58,0,Freelance,Positive,45.3,Low,325.68,0
308,4344.02,2797.36,0.33,normal,710.0,0.16,809.89,583.72,8,281.72,61,0,Salary,Positive,67.8,Low,1546.66,0
309,2981.02,1794.53,0.25,recession,722.0,0.37,790.68,813.49,9,2026.73,49,0,Salary,Neutral,13.7,High,1186.49,0
310,6056.93,3329.73,0.28,normal,705.0,0.26,536.89,156.68,7,1040.05,66,0,Mixed,Positive,62.3,Medium,2727.2,1
311,2565.16,3794.76,0.35,recession,700.0,0.22,749.45,272.21,7,1972.24,51,0,Salary,Negative,3.1,High,0.0,0
312,4371.67,3226.87,0.18,normal,682.0,0.44,627.15,463.85,5,708.55,88,0,Mixed,Positive,43.2,Low,1144.8,0
313,5040.93,3350.26,0.21,recession,708.0,0.43,760.56,300.43,9,789.99,21,0,Salary,Neutral,56.5,Medium,1690.67,0
314,2498.07,3418.06,0.2,inflation,681.0,0.29,403.3,200.59,2,275.75,79,0,Mixed,Negative,99.3,Medium,0.0,0
315,3314.49,2616.74,0.12,inflation,668.0,0.12,906.75,1006.41,4,930.4,91,0,Salary,Negative,90.7,Low,697.75,0
316,3804.27,2920.26,0.09,recession,638.0,0.32,772.03,189.5,2,311.97,22,0,Salary,Positive,22.8,Low,884.01,0
317,3942.37,4078.75,0.32,normal,718.0,0.53,690.54,275.01,7,818.54,86,0,Salary,Positive,53.4,High,0.0,0
318,3509.23,1976.53,0.18,normal,674.0,0.32,187.8,323.03,5,2370.01,82,0,Freelance,Positive,43.4,Medium,1532.7,0
319,5186.4,3313.47,0.34,recession,633.0,0.3,858.02,844.41,5,1407.53,65,0,Salary,Positive,78.1,High,1872.93,0
320,2162.05,4840.09,0.3,recession,626.0,0.4,501.73,641.28,2,171.64,67,0,Salary,Positive,63.2,High,0.0,0
321,3451.67,2081.86,0.34,recession,681.0,0.22,621.69,144.44,7,1385.46,24,0,Salary,Neutral,12.6,High,1369.81,0
322,3212.02,3857.04,0.35,inflation,663.0,0.5,497.59,122.72,1,864.64,99,0,Salary,Positive,47.3,Low,0.0,0
323,4015.48,2304.72,0.09,normal,580.0,0.48,725.06,146.85,2,130.62,86,0,Salary,Positive,55.6,Low,1710.76,0
324,3666.66,3711.48,0.19,recession,669.0,0.57,181.24,0.0,5,1330.03,58,0,Salary,Neutral,62.6,Low,0.0,0
325,3989.76,903.28,0.21,inflation,698.0,0.35,454.33,445.73,4,1391.66,46,0,Salary,Positive,6.7,Medium,3086.48,1
326,1533.84,3622.3,0.23,normal,667.0,0.23,565.34,503.81,2,924.7,68,0,Freelance,Positive,47.6,Low,0.0,0
327,5395.68,3656.6,0.1,normal,673.0,0.18,584.69,668.13,5,1187.26,51,0,Freelance,Positive,56.8,Medium,1739.08,0
328,5064.66,2634.9,0.33,normal,666.0,0.19,588.41,41.33,6,888.0,88,0,Salary,Neutral,46.7,Low,2429.76,0
329,2556.47,2812.86,0.13,recession,636.0,0.31,708.7,419.84,6,1187.26,59,0,Salary,Neutral,85.4,Low,0.0,0
330,1949.72,3154.76,0.16,normal,571.0,0.48,902.18,280.87,8,1081.59,35,0,Salary,Positive,12.2,High,0.0,0
331,3633.4,2973.05,0.14,normal,668.0,0.29,261.2,345.66,2,1592.85,27,0,Freelance,Positive,39.9,Medium,660.35,0
332,5471.78,1498.72,0.11,inflation,696.0,0.55,519.78,364.23,7,1004.42,68,0,Salary,Positive,81.7,Medium,3973.06,1
333,4551.86,2345.05,0.22,normal,711.0,0.11,511.6,555.36,9,1723.44,58,0,Salary,Positive,39.2,Medium,2206.81,1
334,3550.85,2607.99,0.32,normal,716.0,0.39,593.65,11.25,4,384.88,35,0,Freelance,Negative,21.9,High,942.86,0
335,3406.61,1878.88,0.22,recession,722.0,0.38,413.46,718.11,3,771.6,91,0,Salary,Positive,79.4,Low,1527.73,0
336,3462.58,3017.41,0.12,inflation,699.0,0.42,652.12,303.09,6,591.44,37,0,Mixed,Positive,89.0,Medium,445.17,0
337,3659.97,2801.27,0.25,normal,630.0,0.1,445.12,306.85,1,1109.42,41,0,Salary,Positive,41.7,Medium,858.7,0
338,3842.98,3322.65,0.29,normal,665.0,0.26,433.77,336.52,6,1188.44,69,0,Salary,Negative,4.4,Medium,520.33,0
339,3223.75,1694.9,0.33,inflation,655.0,0.11,167.0,567.37,5,606.59,72,0,Mixed,Negative,59.9,Low,1528.85,0
340,4300.2,3057.07,0.33,recession,664.0,0.29,352.09,233.49,9,1411.0,70,0,Salary,Positive,47.2,Low,1243.13,0
341,4366.82,1838.24,0.2,inflation,676.0,0.59,395.75,666.84,1,966.18,28,0,Salary,Negative,88.4,High,2528.58,0
342,3735.8,3957.68,0.32,normal,690.0,0.29,539.82,114.74,5,1161.18,61,0,Freelance,Positive,69.2,Low,0.0,0
343,3072.24,3338.23,0.36,normal,640.0,0.31,330.12,499.46,2,1015.73,93,0,Salary,Positive,49.2,Low,0.0,0
344,3742.93,2513.37,0.26,inflation,643.0,0.52,318.37,38.54,5,1347.49,70,1,Freelance,Positive,84.8,Low,1229.56,0
345,2418.64,2258.62,0.32,recession,614.0,0.1,424.5,444.16,7,653.59,58,0,Freelance,Negative,48.0,Low,160.02,0
346,3989.81,2400.21,0.35,normal,741.0,0.27,586.66,170.9,5,0.0,47,0,Salary,Positive,37.3,Low,1589.6,0
347,4196.79,3668.42,0.27,recession,729.0,0.58,49.07,588.88,6,939.47,78,0,Salary,Positive,56.7,Medium,528.37,0
348,4290.13,3487.21,0.05,inflation,663.0,0.59,458.92,729.89,4,1550.91,26,0,Salary,Neutral,0.2,Low,802.92,0
349,4150.27,2021.29,0.17,normal,681.0,0.31,462.13,735.88,7,663.14,97,0,Salary,Negative,2.5,Low,2128.98,0
350,3501.21,4399.76,0.29,inflation,724.0,0.19,568.3,0.0,8,1413.48,87,0,Salary,Neutral,79.1,Medium,0.0,0
351,4145.43,2592.74,0.19,inflation,635.0,0.28,444.85,336.49,7,1062.42,78,0,Salary,Negative,83.2,Low,1552.69,0
352,3421.48,3796.62,0.05,normal,715.0,0.58,427.76,615.83,5,982.62,71,0,Freelance,Negative,9.3,High,0.0,0
353,2695.8,3326.55,0.23,inflation,646.0,0.28,727.66,386.36,5,375.45,72,0,Salary,Neutral,45.1,Low,0.0,0
354,5407.44,4930.48,0.37,recession,663.0,0.49,523.72,142.87,2,1709.57,71,0,Salary,Positive,40.9,High,476.96,0
355,3799.96,2805.6,0.3,normal,680.0,0.23,620.46,492.23,2,984.63,60,0,Salary,Negative,81.6,Low,994.36,0
356,4895.09,2957.16,0.15,recession,599.0,0.37,652.8,587.98,1,944.6,80,0,Mixed,Negative,82.6,Medium,1937.93,0
357,4766.88,4324.96,0.12,recession,586.0,0.33,519.27,141.16,7,532.95,87,0,Freelance,Neutral,36.2,Medium,441.92,0
358,4598.12,4700.46,0.1,recession,634.0,0.17,751.03,175.24,4,790.53,36,0,Salary,Neutral,63.7,High,0.0,0
359,4760.77,2188.63,0.32,recession,663.0,0.11,491.41,284.51,4,1162.7,94,0,Salary,Positive,88.4,Medium,2572.14,1
360,3635.83,3067.73,0.11,normal,626.0,0.54,508.12,461.83,4,1554.26,74,0,Salary,Neutral,10.8,Medium,568.1,0
361,2733.02,3121.64,0.18,normal,669.0,0.6,664.38,45.75,9,1460.63,44,0,Salary,Positive,95.1,Low,0.0,0
362,3658.36,3372.77,0.27,normal,676.0,0.51,449.01,599.68,8,208.49,32,0,Salary,Positive,28.8,Low,285.59,0
363,4002.16,1710.64,0.38,normal,661.0,0.16,230.83,572.38,5,1248.38,94,0,Salary,Positive,93.8,Medium,2291.52,0
364,3977.34,2827.05,0.14,recession,716.0,0.27,558.88,470.95,5,1598.92,97,0,Freelance,Neutral,10.1,Low,1150.29,0
365,4254.4,1207.37,0.25,normal,680.0,0.13,569.19,511.39,1,1148.46,77,0,Freelance,Positive,96.1,Low,3047.03,0
366,3361.32,1403.25,0.29,inflation,772.0,0.11,1059.09,423.18,6,1343.92,60,0,Salary,Positive,90.5,Medium,1958.07,0
367,3330.45,3342.94,0.29,recession,813.0,0.31,662.7,508.25,9,871.36,67,0,Freelance,Positive,26.9,Medium,0.0,0
368,2905.47,4065.73,0.39,normal,616.0,0.3,469.58,299.51,7,395.59,68,0,Salary,Negative,75.1,Medium,0.0,0
369,3247.54,2924.49,0.19,normal,726.0,0.6,288.21,522.91,8,1403.94,81,0,Mixed,Positive,41.2,Low,323.05,0
370,5270.31,2463.85,0.25,normal,699.0,0.22,746.89,246.83,2,843.27,34,0,Salary,Negative,75.3,High,2806.46,0
371,5156.83,3422.85,0.18,normal,665.0,0.29,597.49,324.29,5,1840.38,60,0,Freelance,Negative,57.6,Medium,1733.98,0
372,4533.02,1986.53,0.06,normal,687.0,0.47,296.74,733.01,4,735.12,96,0,Salary,Positive,12.2,High,2546.49,0
373,3704.46,2639.58,0.07,recession,681.0,0.21,564.8,675.96,7,686.59,29,0,Salary,Positive,69.5,Low,1064.88,0
374,2461.89,2001.98,0.21,recession,672.0,0.15,975.97,337.94,1,790.88,74,0,Freelance,Negative,79.7,High,459.91,0
375,3193.44,3294.84,0.39,normal,773.0,0.3,635.95,311.31,7,1137.61,46,0,Salary,Positive,25.0,Medium,0.0,0
376,4493.74,2518.77,0.17,recession,632.0,0.16,550.48,0.0,7,1584.71,94,0,Salary,Negative,41.5,High,1974.97,0
377,5753.34,3238.35,0.38,normal,682.0,0.26,487.83,296.7,7,1258.39,77,0,Salary,Positive,95.8,Medium,2514.99,0
378,1118.44,3639.95,0.06,normal,578.0,0.25,732.81,280.05,9,505.15,54,0,Salary,Positive,28.0,Low,0.0,0
379,5855.6,4442.22,0.27,recession,656.0,0.17,308.5,48.33,3,1645.94,39,0,Salary,Neutral,73.6,Low,1413.38,0
380,4132.73,3577.41,0.38,inflation,727.0,0.14,840.14,0.0,5,175.87,25,0,Mixed,Positive,46.3,Low,555.32,0
381,4312.17,2800.36,0.35,recession,702.0,0.29,517.61,762.36,6,857.43,22,0,Salary,Positive,8.5,Low,1511.81,0
382,4083.51,1994.34,0.07,normal,674.0,0.5,102.63,809.73,1,1321.43,45,0,Salary,Positive,55.2,Low,2089.17,0
383,3301.09,1601.81,0.26,inflation,676.0,0.3,575.11,749.8,7,1642.1,29,0,Salary,Positive,13.2,High,1699.28,0
384,3416.59,4025.71,0.06,recession,742.0,0.38,302.39,576.92,8,941.38,57,0,Freelance,Negative,8.0,Medium,0.0,0
385,3732.11,3631.83,0.22,normal,667.0,0.57,886.41,250.78,6,1432.82,44,0,Salary,Positive,67.9,Medium,100.28,0
386,3787.19,2779.63,0.06,recession,687.0,0.31,611.43,0.0,7,1689.04,56,0,Salary,Negative,64.1,High,1007.56,0
387,826.36,3322.15,0.36,recession,610.0,0.19,855.85,446.79,9,601.05,99,0,Salary,Positive,36.9,Low,0.0,0
388,4037.48,4470.87,0.35,inflation,607.0,0.38,347.79,493.97,9,1708.83,80,0,Mixed,Negative,68.4,Low,0.0,0
389,4352.97,3363.07,0.18,inflation,752.0,0.59,385.0,254.44,3,1281.11,79,0,Salary,Neutral,3.0,Low,989.9,0
390,3857.32,2481.91,0.05,normal,673.0,0.24,471.35,404.3,6,865.15,65,0,Salary,Positive,56.3,High,1375.41,0
391,3976.54,3184.21,0.25,inflation,638.0,0.28,600.64,248.89,3,1177.76,60,0,Salary,Negative,90.7,Medium,792.33,0
392,2716.43,2427.56,0.23,recession,699.0,0.59,530.68,453.73,1,1531.73,74,0,Salary,Negative,63.1,High,288.87,0
393,4971.84,3404.51,0.11,inflation,710.0,0.54,525.34,755.28,9,911.81,28,0,Mixed,Positive,47.7,Low,1567.33,0
394,2598.41,4365.72,0.05,normal,636.0,0.28,928.42,352.1,5,1550.37,81,0,Salary,Positive,46.5,Low,0.0,0
395,3737.62,2117.58,0.25,normal,606.0,0.3,474.48,630.55,9,1308.81,29,0,Salary,Positive,84.3,Low,1620.04,0
396,2791.22,3963.88,0.22,normal,616.0,0.13,363.32,96.27,3,1564.26,50,0,Mixed,Positive,5.1,Medium,0.0,0
397,3525.79,2509.28,0.38,normal,750.0,0.26,789.92,646.9,6,363.48,76,0,Salary,Positive,89.2,Medium,1016.51,0
398,3538.65,2538.87,0.05,normal,667.0,0.18,494.42,650.53,1,1226.71,42,0,Salary,Positive,67.4,Low,999.78,0
399,5984.12,3374.13,0.34,normal,676.0,0.14,927.83,779.21,7,1569.0,87,0,Mixed,Positive,74.4,Low,2609.99,0
400,4143.98,3935.73,0.37,normal,626.0,0.13,395.4,203.12,8,1151.72,55,0,Salary,Positive,35.5,High,208.25,0
401,3996.81,2217.87,0.2,inflation,644.0,0.11,404.71,0.0,1,684.03,76,0,Salary,Neutral,91.1,Low,1778.94,0
402,3925.45,2200.28,0.28,inflation,700.0,0.29,411.02,638.75,2,700.3,83,0,Salary,Positive,63.9,Low,1725.17,0
403,2415.69,3040.38,0.31,inflation,738.0,0.12,425.88,454.91,2,345.8,71,0,Salary,Positive,78.4,High,0.0,0
404,4345.86,4226.75,0.37,recession,666.0,0.45,648.88,822.4,3,628.3,90,0,Freelance,Positive,44.6,Low,119.11,0
405,3167.23,4907.5,0.17,inflation,705.0,0.19,331.45,225.88,7,1117.35,56,0,Salary,Negative,76.2,Low,0.0,0
